Category,Country,Customer ID,Order Date,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Books,France,1409,6/26/23,669,Yes,3,Express,16.00%,$517.30 ,$558 ,7,4,$32.20 ,$3K
Books,France,1270,7/23/23,226,Yes,4,Express,8.00%,$385.70 ,"$1,047 ",10,1,$43.80 ,$4K
Books,France,4963,8/4/23,448,Yes,4,Express,31.00%,$572.00 ,$500 ,10,3,$48.70 ,$4K
Books,France,7386,12/24/23,811,Yes,5,Express,9.00%,$835.20 ,"$1,176 ",10,0,$20.30 ,$8K
Books,France,5234,10/28/23,912,Yes,5,Express,31.00%,$723.10 ,$292 ,5,1,$34.60 ,$2K
Books,France,1682,3/1/23,154,Yes,5,Express,14.00%,$409.70 ,$343 ,7,1,$35.50 ,$2K
Books,France,8034,1/16/23,997,Yes,5,Express,36.00%,$432.80 ,$33 ,1,2,$5.00 ,$0K
Books,France,4250,2/22/23,418,Yes,5,Express,35.00%,$770.10 ,$390 ,5,4,$31.30 ,$3K
Books,France,8873,10/15/23,220,Yes,5,Express,40.00%,$603.00 ,$258 ,7,5,$8.00 ,$3K
Books,Germany,5681,1/26/23,346,Yes,1,Express,19.00%,$54.60 ,$86 ,8,0,$19.00 ,$0K
Books,Germany,2221,1/12/23,794,Yes,2,Express,23.00%,$309.70 ,$292 ,6,0,$35.70 ,$1K
Books,Germany,3872,4/26/23,278,Yes,2,Express,34.00%,$508.50 ,$907 ,10,0,$36.00 ,$3K
Books,Germany,2209,6/27/23,820,Yes,2,Express,29.00%,$198.20 ,$29 ,2,3,$10.40 ,$0K
Books,Germany,5491,1/20/23,852,Yes,2,Express,22.00%,$457.90 ,$370 ,4,3,$12.50 ,$1K
Books,Germany,5132,4/24/23,240,Yes,2,Express,12.00%,$531.90 ,$377 ,6,3,$31.10 ,$3K
Books,Germany,5556,8/19/23,764,Yes,2,Express,28.00%,$896.80 ,$321 ,3,4,$12.80 ,$2K
Books,Germany,6042,2/10/23,852,Yes,2,Express,26.00%,$955.20 ,"$1,047 ",8,4,$49.50 ,$6K
Books,Germany,2721,2/28/23,836,Yes,2,Express,37.00%,$584.30 ,$115 ,3,5,$11.20 ,$1K
Books,Germany,6493,11/12/23,314,Yes,2,Express,39.00%,$741.80 ,$408 ,4,5,$46.10 ,$2K
Books,Germany,8063,8/18/23,224,Yes,3,Express,37.00%,$650.90 ,$892 ,9,4,$34.90 ,$4K
Books,Germany,4705,11/15/23,649,Yes,3,Express,28.00%,$959.30 ,$921 ,10,4,$26.70 ,$7K
Books,Germany,6600,3/11/23,42,Yes,4,Express,29.00%,$436.70 ,$164 ,2,4,$19.90 ,$1K
Books,Germany,8759,6/28/23,596,Yes,4,Express,26.00%,$609.20 ,$235 ,2,5,$47.80 ,$1K
Books,Germany,7814,4/23/23,798,Yes,5,Express,11.00%,$749.80 ,$458 ,3,1,$14.40 ,$2K
Books,Germany,7524,3/17/23,487,Yes,5,Express,25.00%,$669.90 ,$226 ,2,2,$14.70 ,$1K
Books,Germany,5727,12/23/23,944,Yes,5,Express,31.00%,$46.60 ,$33 ,4,3,$30.50 ,$0K
Books,Germany,2397,11/6/23,609,Yes,5,Express,24.00%,$237.10 ,$310 ,6,5,$38.90 ,$1K
Books,UK,8182,11/9/23,925,Yes,1,Express,8.00%,$834.20 ,$561 ,3,0,$26.50 ,$2K
Books,UK,5083,11/8/23,935,Yes,1,Express,39.00%,$904.20 ,$551 ,4,2,$30.40 ,$2K
Books,UK,8124,4/3/23,445,Yes,1,Express,13.00%,$783.70 ,$875 ,9,2,$28.60 ,$6K
Books,UK,7207,1/7/23,219,Yes,1,Express,11.00%,$771.90 ,$422 ,3,4,$24.10 ,$2K
Books,UK,3935,2/2/23,610,Yes,1,Express,38.00%,$373.80 ,$303 ,6,4,$9.00 ,$1K
Books,UK,1915,10/24/23,856,Yes,1,Express,39.00%,$436.70 ,$371 ,7,4,$14.10 ,$2K
Books,UK,1793,11/27/23,54,Yes,2,Express,28.00%,$736.10 ,$426 ,4,2,$28.90 ,$2K
Books,UK,4921,5/16/23,307,Yes,2,Express,22.00%,$778.80 ,"$1,249 ",10,3,$36.60 ,$6K
Books,UK,9580,12/7/23,890,Yes,2,Express,6.00%,$403.00 ,$365 ,5,4,$2.90 ,$2K
Books,UK,4843,8/5/23,836,Yes,2,Express,23.00%,$465.70 ,$513 ,5,4,$18.20 ,$2K
Books,UK,6197,5/23/23,58,Yes,4,Express,19.00%,$159.00 ,$296 ,9,0,$25.90 ,$1K
Books,UK,6184,11/22/23,106,Yes,4,Express,30.00%,$117.40 ,$22 ,1,1,$22.50 ,$0K
Books,UK,3633,10/14/23,894,Yes,4,Express,5.00%,$964.60 ,"$1,171 ",6,1,$27.90 ,$5K
Books,UK,8425,12/11/23,168,Yes,4,Express,23.00%,$379.60 ,$538 ,9,4,$12.50 ,$3K
Books,UK,9994,10/23/23,343,Yes,4,Express,15.00%,$649.60 ,$574 ,6,5,$10.90 ,$3K
Books,UK,4419,1/11/23,365,Yes,5,Express,20.00%,$378.70 ,$363 ,7,0,$47.00 ,$2K
Books,UK,7493,2/23/23,610,Yes,5,Express,28.00%,$281.00 ,$242 ,8,4,$45.20 ,$2K
Books,USA,4494,7/18/23,272,Yes,1,Express,22.00%,$50.90 ,$118 ,10,0,$11.90 ,$0K
Books,USA,7025,3/2/23,880,Yes,1,Express,12.00%,$160.70 ,$156 ,4,5,$49.00 ,$1K
Books,USA,8115,7/25/23,747,Yes,2,Express,39.00%,$195.80 ,$35 ,1,1,$46.40 ,$0K
Books,USA,6353,4/9/23,952,Yes,2,Express,14.00%,$575.20 ,$288 ,3,1,$23.00 ,$1K
Books,USA,6658,9/5/23,30,Yes,2,Express,19.00%,$120.80 ,$154 ,7,3,$49.50 ,$1K
Books,USA,3087,10/11/23,318,Yes,2,Express,24.00%,$164.70 ,$22 ,1,4,$13.90 ,$0K
Books,USA,7717,8/7/23,616,Yes,2,Express,37.00%,$73.40 ,$27 ,2,4,$18.40 ,$0K
Books,USA,3264,10/20/23,807,Yes,3,Express,8.00%,$899.40 ,$943 ,8,1,$7.00 ,$7K
Books,USA,5258,9/28/23,356,Yes,3,Express,35.00%,$374.80 ,$572 ,10,1,$34.90 ,$2K
Books,USA,9869,9/2/23,509,Yes,3,Express,36.00%,$846.20 ,$919 ,6,2,$11.50 ,$3K
Books,USA,1904,10/28/23,130,Yes,3,Express,8.00%,$850.60 ,"$1,485 ",7,2,$19.10 ,$5K
Books,USA,2862,12/12/23,898,Yes,3,Express,28.00%,$361.50 ,$437 ,6,4,$38.50 ,$2K
Books,USA,5948,4/20/23,435,Yes,3,Express,39.00%,$930.80 ,$120 ,2,5,$10.80 ,$1K
Books,USA,7977,5/28/23,25,Yes,3,Express,6.00%,$490.30 ,$497 ,4,5,$17.00 ,$2K
Books,USA,9600,6/10/23,142,Yes,4,Express,39.00%,$481.70 ,$302 ,7,0,$14.00 ,$2K
Books,USA,7907,5/25/23,364,Yes,4,Express,33.00%,$301.80 ,$212 ,4,3,$17.60 ,$1K
Books,USA,7198,10/2/23,282,Yes,4,Express,25.00%,$712.80 ,$801 ,5,5,$15.90 ,$3K
Books,USA,4981,6/23/23,604,Yes,4,Express,31.00%,$159.30 ,$170 ,8,5,$34.20 ,$1K
Books,USA,3903,1/18/23,245,Yes,5,Express,36.00%,$683.40 ,$315 ,5,0,$8.60 ,$2K
Books,USA,9291,2/11/23,840,Yes,5,Express,34.00%,$702.00 ,$656 ,6,1,$2.60 ,$3K
Books,USA,4322,6/15/23,440,Yes,5,Express,27.00%,$647.80 ,$137 ,1,3,$7.00 ,$0K
Books,USA,4305,1/27/23,403,Yes,5,Express,39.00%,$186.40 ,$95 ,3,3,$47.50 ,$0K
Books,USA,4451,11/5/23,291,Yes,5,Express,13.00%,$54.10 ,$83 ,7,5,$24.00 ,$0K
Books,USA,7087,12/9/23,862,Yes,5,Express,12.00%,$464.80 ,$738 ,9,5,$18.50 ,$4K
Clothing,Canada,6400,11/13/23,458,Yes,1,Express,38.00%,$281.10 ,$299 ,7,0,$27.50 ,$1K
Clothing,Canada,3458,6/19/23,962,Yes,1,Express,17.00%,$277.10 ,$280 ,9,0,$17.10 ,$2K
Clothing,Canada,7012,5/28/23,278,Yes,2,Express,7.00%,$617.60 ,"$1,341 ",8,0,$16.80 ,$5K
Clothing,Canada,7832,10/22/23,799,Yes,2,Express,18.00%,$471.50 ,$498 ,5,2,$43.40 ,$2K
Clothing,Canada,6995,4/24/23,627,Yes,2,Express,37.00%,$310.50 ,$135 ,6,2,$3.60 ,$1K
Clothing,Canada,6652,10/3/23,552,Yes,2,Express,37.00%,$129.90 ,$154 ,7,5,$48.00 ,$1K
Clothing,Canada,5864,8/28/23,940,Yes,3,Express,22.00%,$705.10 ,$555 ,10,2,$16.80 ,$5K
Clothing,Canada,9890,12/25/23,284,Yes,3,Express,5.00%,$461.10 ,$601 ,6,5,$47.10 ,$3K
Clothing,Canada,5087,7/11/23,865,Yes,4,Express,24.00%,$615.10 ,$999 ,10,3,$44.70 ,$5K
Clothing,Canada,3215,12/5/23,851,Yes,4,Express,9.00%,$540.30 ,$373 ,5,4,$8.20 ,$2K
Clothing,Canada,2042,1/24/23,367,Yes,5,Express,32.00%,$575.40 ,$534 ,6,2,$49.50 ,$2K
Clothing,Canada,8369,6/9/23,493,Yes,5,Express,37.00%,$762.40 ,$484 ,9,4,$16.00 ,$4K
Clothing,Canada,3954,3/14/23,463,Yes,5,Express,15.00%,$230.00 ,$259 ,5,5,$21.40 ,$1K
Clothing,France,9063,9/19/23,936,Yes,1,Express,13.00%,$108.50 ,$43 ,2,1,$8.50 ,$0K
Clothing,France,2027,6/18/23,956,Yes,1,Express,23.00%,$817.20 ,$415 ,4,1,$19.90 ,$3K
Clothing,France,3644,1/15/23,857,Yes,1,Express,17.00%,$508.00 ,$313 ,4,3,$8.30 ,$2K
Clothing,France,6055,11/5/23,68,Yes,1,Express,31.00%,$25.60 ,$6 ,2,4,$31.00 ,$0K
Clothing,France,7703,6/20/23,690,Yes,2,Express,19.00%,$158.20 ,$125 ,4,0,$28.70 ,$1K
Clothing,France,4029,9/13/23,407,Yes,2,Express,21.00%,$528.70 ,"$1,146 ",10,2,$27.10 ,$4K
Clothing,France,5704,9/17/23,438,Yes,3,Express,32.00%,$904.60 ,$72 ,1,2,$30.00 ,$1K
Clothing,France,7923,5/7/23,741,Yes,3,Express,36.00%,$732.00 ,$186 ,3,2,$28.60 ,$1K
Clothing,France,3954,12/2/23,425,Yes,3,Express,6.00%,$372.90 ,$653 ,8,4,$49.60 ,$3K
Clothing,France,8109,7/7/23,24,Yes,4,Express,26.00%,$279.50 ,$85 ,3,3,$40.90 ,$1K
Clothing,France,5399,11/23/23,466,Yes,4,Express,31.00%,$930.10 ,$533 ,6,4,$3.70 ,$4K
Clothing,France,4764,5/3/23,791,Yes,4,Express,21.00%,$466.40 ,$223 ,5,5,$10.60 ,$2K
Clothing,France,3278,3/22/23,51,Yes,5,Express,37.00%,$583.10 ,$194 ,2,2,$17.30 ,$1K
Clothing,France,6526,9/17/23,493,Yes,5,Express,20.00%,$375.40 ,$209 ,3,2,$24.90 ,$1K
Clothing,France,9630,7/2/23,345,Yes,5,Express,23.00%,$359.20 ,$216 ,7,2,$38.80 ,$2K
Clothing,Germany,9805,9/10/23,373,Yes,1,Express,34.00%,$199.80 ,$33 ,2,2,$29.70 ,$0K
Clothing,Germany,5356,10/4/23,858,Yes,2,Express,35.00%,$527.90 ,$345 ,5,2,$49.40 ,$2K
Clothing,Germany,3599,6/21/23,742,Yes,2,Express,32.00%,$742.70 ,$420 ,6,2,$42.90 ,$3K
Clothing,Germany,7966,11/28/23,38,Yes,2,Express,32.00%,$141.10 ,$107 ,7,2,$10.80 ,$1K
Clothing,Germany,6892,6/2/23,900,Yes,2,Express,17.00%,$788.70 ,"$1,179 ",9,3,$45.10 ,$6K
Clothing,Germany,4325,2/10/23,790,Yes,2,Express,37.00%,$154.90 ,$91 ,7,4,$22.90 ,$1K
Clothing,Germany,9203,7/8/23,516,Yes,2,Express,39.00%,$365.50 ,$218 ,8,5,$19.10 ,$2K
Clothing,Germany,9331,7/6/23,37,Yes,3,Express,32.00%,$20.40 ,$3 ,2,0,$7.90 ,$0K
Clothing,Germany,8034,3/7/23,989,Yes,4,Express,18.00%,$557.10 ,$48 ,1,0,$34.90 ,$0K
Clothing,Germany,1885,8/19/23,378,Yes,4,Express,12.00%,$317.40 ,$722 ,9,1,$29.00 ,$3K
Clothing,Germany,8262,8/5/23,91,Yes,4,Express,14.00%,$594.00 ,$837 ,6,2,$8.70 ,$3K
Clothing,Germany,9586,2/8/23,325,Yes,4,Express,24.00%,$739.70 ,$660 ,6,5,$43.40 ,$3K
Clothing,Germany,1518,3/22/23,296,Yes,5,Express,20.00%,$491.90 ,$245 ,4,2,$10.10 ,$2K
Clothing,Germany,1304,3/10/23,510,Yes,5,Express,37.00%,$624.70 ,$513 ,9,2,$31.10 ,$4K
Clothing,Germany,3849,12/6/23,657,Yes,5,Express,26.00%,$784.60 ,"$1,555 ",9,3,$5.40 ,$5K
Clothing,UK,9168,9/13/23,730,Yes,1,Express,9.00%,$227.40 ,$47 ,1,2,$19.20 ,$0K
Clothing,UK,4579,12/28/23,304,Yes,1,Express,19.00%,$634.20 ,$195 ,2,2,$37.60 ,$1K
Clothing,UK,3344,10/24/23,263,Yes,1,Express,13.00%,$701.40 ,$649 ,8,2,$39.60 ,$5K
Clothing,UK,5469,8/21/23,290,Yes,1,Express,36.00%,$491.30 ,$681 ,10,2,$36.80 ,$3K
Clothing,UK,5641,6/19/23,293,Yes,1,Express,31.00%,$893.00 ,$154 ,1,4,$40.00 ,$1K
Clothing,UK,6713,11/7/23,958,Yes,2,Express,34.00%,$476.20 ,$121 ,2,3,$11.30 ,$1K
Clothing,UK,9845,2/3/23,177,Yes,2,Express,12.00%,$220.80 ,$454 ,10,3,$21.40 ,$2K
Clothing,UK,1581,5/20/23,268,Yes,2,Express,23.00%,$532.00 ,$252 ,4,5,$49.30 ,$2K
Clothing,UK,8208,6/17/23,581,Yes,5,Express,35.00%,$314.70 ,$28 ,1,1,$25.00 ,$0K
Clothing,UK,6968,6/2/23,347,Yes,5,Express,7.00%,$540.40 ,"$1,051 ",8,5,$23.30 ,$4K
Clothing,USA,3009,8/14/23,615,Yes,1,Express,34.00%,$773.90 ,$586 ,4,1,$13.40 ,$2K
Clothing,USA,8186,6/12/23,480,Yes,1,Express,29.00%,$575.60 ,$784 ,8,1,$6.10 ,$3K
Clothing,USA,3064,6/10/23,159,Yes,1,Express,13.00%,$447.60 ,$649 ,10,5,$9.20 ,$4K
Clothing,USA,4264,12/16/23,772,Yes,2,Express,14.00%,$112.30 ,$158 ,10,0,$31.00 ,$1K
Clothing,USA,9773,9/13/23,598,Yes,2,Express,27.00%,$816.00 ,$649 ,8,1,$19.90 ,$5K
Clothing,USA,1234,12/26/23,504,Yes,2,Express,12.00%,$186.40 ,$207 ,5,2,$23.70 ,$1K
Clothing,USA,1976,2/25/23,321,Yes,2,Express,30.00%,$641.10 ,$351 ,5,2,$32.70 ,$2K
Clothing,USA,9825,9/15/23,989,Yes,2,Express,6.00%,$111.30 ,$146 ,10,2,$9.50 ,$1K
Clothing,USA,9537,2/27/23,412,Yes,2,Express,14.00%,$144.00 ,$125 ,6,4,$37.70 ,$1K
Clothing,USA,4667,5/13/23,29,Yes,3,Express,18.00%,$421.00 ,$277 ,5,3,$23.00 ,$2K
Clothing,USA,5686,3/11/23,12,Yes,4,Express,25.00%,$974.30 ,$732 ,5,0,$3.80 ,$4K
Clothing,USA,5944,2/26/23,131,Yes,4,Express,23.00%,$596.80 ,$372 ,6,1,$8.80 ,$3K
Clothing,USA,5626,10/6/23,388,Yes,4,Express,12.00%,$253.70 ,$360 ,7,2,$31.20 ,$2K
Clothing,USA,6067,2/4/23,106,Yes,4,Express,10.00%,$34.60 ,$24 ,3,3,$21.50 ,$0K
Clothing,USA,2387,7/2/23,614,Yes,4,Express,20.00%,$262.50 ,$249 ,9,5,$41.10 ,$2K
Clothing,USA,6197,2/24/23,443,Yes,5,Express,26.00%,$45.80 ,$30 ,3,0,$31.10 ,$0K
Clothing,USA,4867,2/14/23,833,Yes,5,Express,13.00%,$232.20 ,$235 ,8,2,$15.90 ,$2K
Clothing,USA,5289,1/17/23,265,Yes,5,Express,16.00%,$44.50 ,$30 ,3,4,$43.30 ,$0K
Clothing,USA,3618,9/27/23,471,Yes,5,Express,25.00%,$658.20 ,$323 ,5,4,$28.10 ,$2K
Electronics,Canada,4334,9/16/23,839,Yes,1,Express,22.00%,$868.50 ,$710 ,4,1,$45.00 ,$3K
Electronics,Canada,5555,10/4/23,663,Yes,1,Express,5.00%,$931.20 ,$878 ,9,1,$46.50 ,$8K
Electronics,Canada,7030,2/7/23,406,Yes,1,Express,31.00%,$828.60 ,$580 ,6,2,$43.60 ,$3K
Electronics,Canada,9546,7/3/23,63,Yes,1,Express,16.00%,$191.10 ,$36 ,1,5,$6.00 ,$0K
Electronics,Canada,1530,2/23/23,910,Yes,1,Express,5.00%,$681.10 ,"$1,013 ",6,5,$22.30 ,$4K
Electronics,Canada,2857,7/22/23,621,Yes,2,Express,35.00%,$258.60 ,$418 ,10,0,$8.10 ,$2K
Electronics,Canada,7240,4/8/23,680,Yes,2,Express,39.00%,$121.20 ,$127 ,9,3,$23.10 ,$1K
Electronics,Canada,9918,6/26/23,547,Yes,2,Express,37.00%,$279.80 ,$306 ,10,4,$13.70 ,$2K
Electronics,Canada,5978,11/12/23,656,Yes,2,Express,34.00%,$409.60 ,$165 ,3,5,$45.70 ,$1K
Electronics,Canada,9632,10/1/23,412,Yes,3,Express,19.00%,$802.60 ,$859 ,7,0,$32.40 ,$5K
Electronics,Canada,7415,11/21/23,945,Yes,3,Express,33.00%,$163.70 ,$29 ,1,4,$8.60 ,$0K
Electronics,Canada,6604,1/19/23,711,Yes,3,Express,36.00%,$214.60 ,$154 ,5,4,$44.60 ,$1K
Electronics,Canada,3235,3/8/23,84,Yes,4,Express,11.00%,$27.50 ,$7 ,2,2,$41.60 ,$0K
Electronics,Canada,7116,10/20/23,174,Yes,4,Express,38.00%,$236.00 ,$45 ,2,3,$37.10 ,$0K
Electronics,Canada,4898,3/23/23,656,Yes,4,Express,39.00%,$231.70 ,$224 ,6,3,$4.00 ,$1K
Electronics,Canada,6757,1/28/23,210,Yes,4,Express,38.00%,$24.30 ,$30 ,8,4,$28.00 ,$0K
Electronics,Canada,9917,4/13/23,208,Yes,5,Express,25.00%,$249.40 ,$111 ,4,0,$5.00 ,$1K
Electronics,Canada,4857,10/10/23,391,Yes,5,Express,31.00%,$405.10 ,$749 ,10,0,$42.30 ,$3K
Electronics,Canada,4310,11/7/23,392,Yes,5,Express,28.00%,$726.20 ,$401 ,5,2,$4.20 ,$3K
Electronics,Canada,6776,9/2/23,902,Yes,5,Express,35.00%,$190.10 ,$124 ,6,3,$34.00 ,$1K
Electronics,France,1626,11/24/23,863,Yes,1,Express,22.00%,$465.70 ,$369 ,8,0,$15.80 ,$3K
Electronics,France,2978,12/7/23,497,Yes,1,Express,27.00%,$785.00 ,$110 ,1,2,$8.50 ,$1K
Electronics,France,2851,2/10/23,984,Yes,2,Express,30.00%,$609.00 ,$155 ,2,1,$18.20 ,$1K
Electronics,France,2811,7/16/23,325,Yes,2,Express,38.00%,$137.40 ,$161 ,8,1,$46.40 ,$1K
Electronics,France,8933,5/10/23,241,Yes,2,Express,25.00%,$291.60 ,$123 ,5,3,$13.40 ,$1K
Electronics,France,4241,5/2/23,867,Yes,3,Express,32.00%,$185.10 ,$211 ,8,2,$30.00 ,$1K
Electronics,France,4914,6/28/23,440,Yes,4,Express,16.00%,$639.00 ,$383 ,3,0,$47.40 ,$2K
Electronics,France,8776,4/8/23,462,Yes,4,Express,21.00%,$326.30 ,$488 ,7,2,$8.60 ,$2K
Electronics,France,3308,12/11/23,597,Yes,5,Express,28.00%,$882.40 ,$745 ,9,3,$6.50 ,$6K
Electronics,France,6586,3/3/23,246,Yes,5,Express,9.00%,$880.70 ,$289 ,3,4,$48.20 ,$2K
Electronics,Germany,1309,10/8/23,932,Yes,1,Express,23.00%,$215.60 ,$256 ,9,2,$10.90 ,$1K
Electronics,Germany,8819,6/10/23,861,Yes,1,Express,12.00%,$409.00 ,$824 ,8,5,$32.40 ,$3K
Electronics,Germany,1364,3/14/23,630,Yes,2,Express,9.00%,$440.40 ,$999 ,9,0,$40.70 ,$4K
Electronics,Germany,7646,11/3/23,768,Yes,2,Express,17.00%,$284.90 ,$70 ,1,1,$32.50 ,$0K
Electronics,Germany,8129,2/9/23,488,Yes,2,Express,34.00%,$154.90 ,$22 ,2,3,$38.50 ,$0K
Electronics,Germany,1827,2/21/23,42,Yes,2,Express,26.00%,$12.40 ,$4 ,4,5,$11.30 ,$0K
Electronics,Germany,4437,11/6/23,109,Yes,3,Express,36.00%,$134.60 ,$77 ,3,0,$39.10 ,$0K
Electronics,Germany,5895,8/7/23,562,Yes,3,Express,19.00%,$526.40 ,$767 ,8,3,$29.90 ,$3K
Electronics,Germany,4671,5/14/23,899,Yes,3,Express,35.00%,$424.40 ,$745 ,9,4,$13.00 ,$2K
Electronics,Germany,4499,8/19/23,794,Yes,4,Express,33.00%,$562.40 ,$334 ,7,1,$40.90 ,$3K
Electronics,Germany,3230,6/15/23,944,Yes,4,Express,15.00%,$458.90 ,$453 ,7,2,$21.10 ,$3K
Electronics,Germany,4804,7/21/23,811,Yes,5,Express,9.00%,$915.40 ,$796 ,7,1,$15.40 ,$6K
Electronics,Germany,9911,1/17/23,667,Yes,5,Express,27.00%,$783.20 ,$851 ,9,3,$36.40 ,$5K
Electronics,Germany,2332,5/23/23,37,Yes,5,Express,21.00%,$525.70 ,$369 ,8,5,$37.00 ,$3K
Electronics,UK,4126,9/8/23,359,Yes,1,Express,19.00%,$78.20 ,$12 ,1,0,$4.70 ,$0K
Electronics,UK,5855,5/20/23,716,Yes,1,Express,18.00%,$626.80 ,$311 ,3,2,$31.10 ,$2K
Electronics,UK,2338,8/1/23,645,Yes,1,Express,32.00%,$473.70 ,$311 ,4,4,$24.10 ,$1K
Electronics,UK,8733,9/1/23,753,Yes,2,Express,12.00%,$758.50 ,"$1,719 ",9,1,$4.50 ,$6K
Electronics,UK,9669,3/13/23,17,Yes,2,Express,18.00%,$696.30 ,$284 ,2,3,$4.20 ,$1K
Electronics,UK,3263,6/18/23,133,Yes,2,Express,32.00%,$569.70 ,$628 ,10,3,$11.40 ,$4K
Electronics,UK,8258,6/12/23,821,Yes,2,Express,23.00%,$907.10 ,$165 ,1,4,$46.10 ,$1K
Electronics,UK,1855,2/22/23,461,Yes,2,Express,35.00%,$396.80 ,$249 ,7,5,$26.70 ,$2K
Electronics,UK,9823,2/22/23,462,Yes,3,Express,33.00%,$12.00 ,$12 ,6,0,$10.50 ,$0K
Electronics,UK,3875,5/27/23,118,Yes,3,Express,22.00%,$686.60 ,$206 ,3,1,$24.60 ,$2K
Electronics,UK,2493,5/15/23,332,Yes,3,Express,16.00%,$494.60 ,$795 ,9,4,$29.90 ,$4K
Electronics,UK,4297,5/9/23,760,Yes,3,Express,35.00%,$501.20 ,$207 ,5,5,$9.80 ,$2K
Electronics,UK,8549,4/12/23,244,Yes,4,Express,26.00%,$630.70 ,$68 ,1,0,$13.60 ,$0K
Electronics,UK,6993,9/16/23,677,Yes,4,Express,16.00%,$516.60 ,$609 ,6,4,$44.70 ,$3K
Electronics,UK,2477,10/5/23,163,Yes,5,Express,30.00%,$69.40 ,$28 ,2,0,$48.40 ,$0K
Electronics,UK,2305,10/17/23,414,Yes,5,Express,38.00%,$811.20 ,$686 ,5,0,$44.80 ,$3K
Electronics,UK,1072,12/27/23,637,Yes,5,Express,16.00%,$509.20 ,"$1,040 ",10,0,$31.40 ,$4K
Electronics,UK,4698,10/3/23,239,Yes,5,Express,35.00%,$766.00 ,$850 ,10,2,$16.30 ,$5K
Electronics,UK,4658,9/3/23,85,Yes,5,Express,17.00%,$785.60 ,$978 ,5,3,$24.10 ,$3K
Electronics,UK,1118,1/21/23,304,Yes,5,Express,34.00%,$890.10 ,$111 ,1,5,$40.10 ,$1K
Electronics,USA,8373,2/15/23,746,Yes,1,Express,6.00%,$207.80 ,$146 ,6,0,$33.80 ,$1K
Electronics,USA,1039,11/10/23,882,Yes,1,Express,25.00%,$366.50 ,$584 ,10,0,$22.00 ,$3K
Electronics,USA,3287,3/16/23,449,Yes,1,Express,15.00%,$626.70 ,$138 ,1,2,$22.70 ,$1K
Electronics,USA,8372,3/25/23,330,Yes,1,Express,19.00%,$587.60 ,$819 ,7,5,$2.60 ,$3K
Electronics,USA,1006,11/26/23,465,Yes,1,Express,27.00%,$166.20 ,$237 ,10,5,$21.50 ,$1K
Electronics,USA,1375,10/18/23,257,Yes,2,Express,8.00%,$608.70 ,$602 ,8,0,$19.80 ,$4K
Electronics,USA,3082,9/9/23,440,Yes,2,Express,26.00%,$656.60 ,$700 ,5,3,$46.70 ,$2K
Electronics,USA,6141,7/20/23,862,Yes,3,Express,25.00%,$938.20 ,$97 ,1,0,$19.80 ,$1K
Electronics,USA,2786,9/20/23,55,Yes,3,Express,32.00%,$969.00 ,$732 ,10,1,$38.40 ,$7K
Electronics,USA,2101,3/15/23,507,Yes,3,Express,32.00%,$490.70 ,$595 ,6,2,$38.80 ,$2K
Electronics,USA,2841,2/12/23,626,Yes,3,Express,26.00%,$930.40 ,$521 ,4,4,$29.80 ,$3K
Electronics,USA,1981,1/7/23,940,Yes,3,Express,29.00%,$334.80 ,$320 ,5,4,$44.70 ,$1K
Electronics,USA,5846,10/1/23,226,Yes,4,Express,21.00%,$553.40 ,$298 ,4,0,$36.90 ,$2K
Electronics,USA,1205,6/15/23,191,Yes,4,Express,9.00%,$313.50 ,$46 ,1,1,$25.20 ,$0K
Electronics,USA,3359,5/24/23,893,Yes,4,Express,11.00%,$114.10 ,$204 ,7,1,$16.40 ,$1K
Electronics,USA,7339,7/25/23,358,Yes,4,Express,17.00%,$887.30 ,"$1,774 ",9,1,$28.80 ,$7K
Electronics,USA,2850,5/14/23,3,Yes,4,Express,10.00%,$743.80 ,$698 ,4,3,$24.60 ,$3K
Electronics,USA,7806,2/8/23,711,Yes,4,Express,14.00%,$331.60 ,$104 ,2,4,$37.50 ,$1K
Electronics,USA,4498,11/7/23,114,Yes,4,Express,31.00%,$705.90 ,$309 ,6,4,$12.10 ,$3K
Electronics,USA,5353,9/21/23,649,Yes,5,Express,14.00%,$27.90 ,$43 ,7,4,$28.60 ,$0K
Electronics,USA,2161,6/6/23,727,Yes,5,Express,28.00%,$39.60 ,$28 ,5,5,$45.70 ,$0K
Electronics,USA,9292,3/27/23,812,Yes,5,Express,11.00%,$877.60 ,"$1,769 ",9,5,$48.90 ,$7K
Home,Canada,3106,3/16/23,266,Yes,1,Express,15.00%,$130.00 ,$300 ,10,0,$46.20 ,$1K
Home,Canada,2391,2/25/23,208,Yes,1,Express,34.00%,$767.70 ,"$1,210 ",10,0,$2.00 ,$5K
Home,Canada,6732,3/1/23,422,Yes,1,Express,20.00%,$655.50 ,$537 ,6,1,$19.90 ,$3K
Home,Canada,6428,8/5/23,645,Yes,2,Express,28.00%,$830.70 ,$319 ,2,3,$28.60 ,$1K
Home,Canada,8356,7/21/23,343,Yes,3,Express,7.00%,$720.70 ,$793 ,9,5,$9.40 ,$6K
Home,Canada,3150,6/28/23,363,Yes,4,Express,15.00%,$921.80 ,$150 ,1,2,$17.50 ,$1K
